,Fecha,Magnitud,Intensidad,GAP,Latitud,Longitud,Lugar,Id,Hipocentro,Region,Pais
30572,2021-12-27 09:10:46.920,2.55,2.1,40.0,36.1118333,-117.8513333,"12km NE of Coso Junction, CA",",ci39897055,us6000gfks,",3.82,California,US
30576,2021-12-27 06:54:35.131,4.5,3.1,104.0,44.1344,-129.084,Off the coast of Oregon,",us6000gfke,ak021gl4xfmz,",10.0,Oregon,US
30577,2021-12-27 05:51:31.121,3.7,3.5,42.0,38.6752,-97.4995,"7 km WSW of Gypsum, Kansas",",us6000gfjw,",5.0,Kansas,US
30582,2021-12-27 00:32:28.808,2.9,1.0,58.0,31.66253626,-104.2911798,"57 km S of Whites City, New Mexico",",us6000gfj4,tx2021zhud,",8.033959961,New Mexico,US
30592,2021-12-26 14:16:55.200,2.78,0.0,240.0,40.324,-124.6588333,"32km W of Petrolia, CA",",ew1640528220,nc73668591,us6000gffg,",19.21,California,US
30594,2021-12-26 10:40:16.736,3.7,4.2,30.0,38.6613,-97.4684,"6 km SW of Gypsum, Kansas",",us6000gfe5,",5.0,Kansas,US
30601,2021-12-26 07:19:46.530,3.22,3.4,66.0,36.5941667,-121.1905,"8km NNW of Pinnacles, CA",",nc73668566,ew1640503190,us6000gfd0,",5.64,California,US
30611,2021-12-26 00:19:34.130,2.76,3.1,96.0,33.8971667,-118.712,"15km SE of Malibu, CA",",ci39896439,us6000gfb9,",14.35,California,US
30621,2021-12-25 15:32:44.900,2.94,2.0,130.0,19.2116666666667,-155.435666666667,"4 km ENE of P?hala, Hawaii",",hv72846107,us6000gf8y,",33.98,Hawaii,US
30628,2021-12-25 06:59:11.330,3.92,1.0,263.0,18.8561666666667,-155.192333333333,"47 km ESE of Naalehu, Hawaii",",hv72845717,us6000gf65,",10.86,Hawaii,US
30632,2021-12-25 02:49:49.530,2.9,1.0,234.0,40.3253333,-124.7583333,"40km W of Petrolia, CA",",ew1640400600,nc73668401,us6000gf55,",19.58,California,US
30640,2021-12-24 17:44:29.062,3.0,2.7,37.0,44.345,-115.1813,"24 km NW of Stanley, Idaho",",mb80534409,us6000gf2s,",18.5,Idaho,US
30643,2021-12-24 15:51:29.120,3.27,2.2,242.0,40.3266667,-124.8075,"44km W of Petrolia, CA",",nc73668306,ew1640361100,us6000gf2b,",9.55,California,US
30644,2021-12-24 14:24:25.370,3.6,2.2,261.0,40.3208333,-124.7,"35km W of Petrolia, CA",",ew1640355870,nc73668291,us6000gf22,",22.99,California,US
30645,2021-12-24 12:58:09.230,3.12,2.0,219.0,40.3035,-124.3888333,"9km WSW of Petrolia, CA",",nc73668286,us6000gf1v,",30.59,California,US
30646,2021-12-24 11:31:34.390,4.87,4.1,261.0,18.8698333333333,-155.234,"42 km ESE of Naalehu, Hawaii",",us6000gf1f,hv72844817,pt21358050,",11.89,Hawaii,US
30648,2021-12-24 09:59:55.900,3.23,3.1,134.0,19.2078333333333,-155.433666666667,"4 km E of P?hala, Hawaii",",hv72844737,us6000gf11,",33.59,Hawaii,US
30656,2021-12-24 04:29:58.740,2.7,2.2,247.0,40.3183333,-124.6838333,"34km W of Petrolia, CA",",nc73668226,us6000gezf,",23.38,California,US
30657,2021-12-24 03:58:46.343,3.3,2.2,62.8,40.1506,-119.6266,"22 km N of Sutcliffe, Nevada",",nn00830439,us6000geza,",5.1,Nevada,US
30668,2021-12-23 18:55:48.150,2.88,3.8,234.0,40.3073333,-124.3643333,"7km WSW of Petrolia, CA",",ew1640285750,nc73668116,us6000gevz,",29.94,California,US
30673,2021-12-23 12:44:24.480,3.12,3.8,14.0,33.3711667,-116.8856667,"3km NW of Palomar Observatory, CA",",ci39894823,us6000getf,",4.6,California,US
30676,2021-12-23 11:24:36.280,3.24,2.0,229.0,40.317,-124.3581667,"6km W of Petrolia, CA",",nc73667941,us6000get3,",30.9,California,US
30683,2021-12-23 05:04:58.370,2.94,3.8,23.0,33.0351667,-115.8265,"19km W of Westmorland, CA",",ci39894495,us6000gerc,",7.42,California,US
30685,2021-12-23 03:28:52.150,3.87,3.8,172.0,40.3751667,-124.2925,"6km N of Petrolia, CA",",us6000geqs,nc73667866,",21.02,California,US
30686,2021-12-23 02:47:57.770,2.53,3.4,16.0,33.2751667,-116.2595,"11km ENE of Borrego Springs, CA",",ci39894247,us6000geqj,",4.67,California,US
30688,2021-12-23 01:47:41.970,2.92,3.4,217.0,40.285,-124.3913333,"10km WSW of Petrolia, CA",",nc73667831,us6000geq9,",30.77,California,US
30690,2021-12-23 01:13:19.950,2.7,2.2,117.0,40.4535,-124.273,"14km S of Ferndale, CA",",nc73667826,us6000geq5,",25.7,California,US
30700,2021-12-22 12:37:16.930,2.54,2.0,40.0,36.0911667,-117.8603333,"9km ENE of Coso Junction, CA",",ci39893383,us6000gehg,",3.47,California,US
30707,2021-12-22 06:20:48.490,3.1,4.2,92.0,32.7843333,-86.7655,"10 km E of Maplesville, Alabama",",us6000gef0,se60140943,",0.01,Alabama,US
30718,2021-12-22 00:36:41.810,2.9,4.1,34.0,41.0188333,-123.304,"29km ENE of Willow Creek, CA",",nc73667431,us6000gec1,",40.21,California,US
30719,2021-12-21 23:08:18.700,2.8,2.2,232.0,40.2903333,-124.577,"25km W of Petrolia, CA",",nc73667416,us6000gebi,",19.76,California,US
30722,2021-12-21 22:38:38.010,2.69,4.1,18.0,33.3746667,-116.8803333,"3km NW of Palomar Observatory, CA",",ci39892903,us6000geaz,",4.82,California,US
30723,2021-12-21 22:36:45.460,3.62,4.1,93.0,37.1905,-112.8938333,"9 km E of Springdale, Utah",",uu60472847,us6000geay,",19.65,Utah,US
30724,2021-12-21 21:46:46.811,2.5,2.0,61.0,44.3676,-115.1535,"23 km NW of Stanley, Idaho",",us6000geaa,mb80534184,",10.0,Idaho,US
30729,2021-12-21 20:03:16.540,3.08,4.2,39.0,39.7981667,-123.2128333,"3km E of Covelo, CA",",nc73667331,us6000ge90,",-1.16,California,US
30730,2021-12-21 19:57:52.808,3.2,2.2,65.0,28.85650635,-98.14487592,"18 km SW of Falls City, Texas",",tx2021yyhp,us6000ge97,",9.219441732,Texas,US
30734,2021-12-21 17:24:54.060,3.23,3.8,227.0,40.3076667,-124.6383333,"30km W of Petrolia, CA",",ew1640107501,nc73667251,us6000ge87,",20.87,California,US
30736,2021-12-21 16:59:50.672,4.0,0.0,141.0,52.7011,-168.159,"54 km ESE of Nikolski, Alaska",",us6000ge7s,ak021gbdwkmi,",35.0,Alaska,US
30737,2021-12-21 16:50:37.020,2.84,5.4,164.0,40.4201667,-124.3031667,"11km N of Petrolia, CA",",nc73667231,us6000ge6l,",24.19,California,US
30743,2021-12-21 14:16:14.270,3.16,3.2,97.0,40.469,-124.3068333,"12km SSW of Ferndale, CA",",nc73667171,us6000ge5s,",27.6,California,US
30744,2021-12-21 14:09:48.410,2.88,1.0,149.0,40.3885,-124.2786667,"7km N of Petrolia, CA",",nc73667151,us6000ge5p,",24.75,California,US
30756,2021-12-21 04:34:19.950,3.76,3.1,109.0,40.4475,-124.2841667,"14km N of Petrolia, CA",",nc73666831,us6000ge2v,",27.54,California,US
30758,2021-12-21 03:44:05.810,2.81,3.1,237.0,40.4535,-124.3875,"17km NNW of Petrolia, CA",",nc73666806,us6000ge2m,",23.01,California,US
30759,2021-12-21 03:26:39.360,3.84,2.9,97.0,40.4115,-124.2383333,"10km NNE of Petrolia, CA",",nc73666801,us6000ge2g,",26.83,California,US
30767,2021-12-21 00:48:16.740,2.96,2.2,267.0,18.8238333333333,-155.190333333333,"49 km ESE of Naalehu, Hawaii",",hv72841437,us6000ge13,",9.4,Hawaii,US
30772,2021-12-20 23:40:29.530,2.98,2.0,150.0,40.5055,-124.296,"8km SSW of Ferndale, CA",",nc73666641,us6000ge0q,",18.36,California,US
30774,2021-12-20 23:18:17.260,2.66,0.0,238.0,40.3243333,-124.6236667,"29km W of Petrolia, CA",",nc71126964,us6000gg0r,",20.57,California,US
30775,2021-12-20 23:12:43.640,2.63,1.0,245.0,40.2925,-124.5301667,"21km W of Petrolia, CA",",nc73666601,us6000ge0f,",20.54,California,US
30779,2021-12-20 22:51:08.630,2.83,4.1,239.0,40.3256667,-124.6301667,"29km W of Petrolia, CA",",nc73666571,us6000ge05,",18.98,California,US
30782,2021-12-20 22:09:15.630,2.59,3.1,218.0,40.3328333,-124.3723333,"8km W of Petrolia, CA",",nc73666526,us6000gdzq,",31.38,California,US
30783,2021-12-20 21:53:46.470,3.93,1.0,92.0,40.3585,-124.2258333,"6km NE of Petrolia, CA",",us6000gdzn,nc73666511,",26.93,California,US
30784,2021-12-20 21:52:53.240,3.25,2.1,222.0,40.4746667,-124.4248333,"18km SW of Ferndale, CA",",ew1640037180,nc73666506,us6000gdzl,",25.08,California,US
30785,2021-12-20 21:31:39.020,3.18,0.0,97.0,40.4138333,-124.2385,"11km NNE of Petrolia, CA",",nc73666476,us6000gdze,",22.54,California,US
30786,2021-12-20 21:29:59.970,2.59,1.0,100.0,40.4723333,-124.2968333,"12km SSW of Ferndale, CA",",nc73666466,us6000gdzc,",24.96,California,US
30789,2021-12-20 21:19:57.630,3.28,3.1,102.0,40.4636667,-124.3005,"13km SSW of Ferndale, CA",",nc73666446,us6000gdz9,",24.23,California,US
30791,2021-12-20 21:16:03.160,2.88,1.0,186.0,40.46,-124.34,"14km SSW of Ferndale, CA",",nc73666426,us6000gdz2,",25.92,California,US
30793,2021-12-20 21:10:08.940,3.12,3.1,91.0,40.4431667,-124.2491667,"14km NNE of Petrolia, CA",",nc73666411,us6000gdyv,",28.02,California,US
30794,2021-12-20 21:06:38.210,3.02,3.8,57.0,40.4316667,-124.1348333,"8km SSW of Rio Dell, CA",",nc73666396,us6000gdyt,",26.96,California,US
30796,2021-12-20 20:55:43.240,3.07,3.8,131.0,40.425,-124.2931667,"11km N of Petrolia, CA",",nc73666376,us6000gdyl,",25.23,California,US
30798,2021-12-20 20:47:43.920,3.28,4.6,253.0,40.3196667,-124.6,"27km W of Petrolia, CA",",nc73666361,ew1640033270,us6000gdyg,",17.93,California,US
30804,2021-12-20 20:29:22.320,2.78,0.0,188.0,40.4258333,-124.3193333,"12km NNW of Petrolia, CA",",nc73666296,us6000gdy3,",26.36,California,US
30805,2021-12-20 20:28:23.500,2.9,3.8,129.0,40.4038333,-124.2843333,"9km N of Petrolia, CA",",nc73666291,",25.19,California,US
30807,2021-12-20 20:24:11.030,2.65,1.0,117.0,40.4936667,-124.2591667,"9km S of Ferndale, CA",",nc73666271,us6000gdy0,",26.03,California,US
30809,2021-12-20 20:23:04.920,2.59,0.0,130.0,40.3938333,-124.2831667,"8km N of Petrolia, CA",",nc73666261,us6000gdxy,",25.86,California,US
30810,2021-12-20 20:21:49.799,2.52,2.0,105.0,34.77066667,-97.551,"6 km SE of Erin Springs, Oklahoma",",ok2021ywmx,us6000gdxs,",6.49,Oklahoma,US
30815,2021-12-20 20:13:40.750,4.84,5.0,241.0,40.3498333,-124.8993333,"52km W of Petrolia, CA",",us6000gedn,nc71126864,",19.88,California,US
30816,2021-12-20 20:10:31.310,6.2,7.7,170.0,40.3901667,-124.298,"7km N of Petrolia, CA",",ew1640031020,nc73666231,us6000gdxq,at00r4fk16,usauto6000gdxq,pt21354001,",27.04,California,US
30817,2021-12-20 20:10:20.310,5.65,1.0,234.0,40.2978333,-124.626,"29km W of Petrolia, CA",",nc71127029,us7000gbrf,",16.51,California,US
30818,2021-12-20 19:37:22.053,4.4,4.1,178.0,43.7226,-128.4988,off the coast of Oregon,",us6000gdxh,",10.0,Oregon,US
30822,2021-12-20 14:25:06.150,3.98,3.8,229.0,40.2881667,-124.5376667,"22km W of Petrolia, CA",",nc73666136,us6000gdtq,",20.28,California,US
30825,2021-12-20 12:43:26.003,2.9,3.0,65.0,31.65277523,-104.2265193,"55 km NW of Toyah, Texas",",us6000gdt8,tx2021yvxt,",7.725463867,Texas,US
30830,2021-12-20 08:43:02.390,2.53,3.1,73.0,33.9515,-97.299,"14 km ENE of Leon, Oklahoma",",ok2021yvpv,us6000gdsg,",12.38,Oklahoma,US
30864,2021-12-19 07:44:45.200,3.08,2.5,43.0,36.1131667,-117.853,"11km NE of Coso Junction, CA",",ci40130936,us6000gdjp,",3.26,California,US
30868,2021-12-19 04:24:20.350,3.0,4.1,46.0,34.953,-111.0938,"32 km WSW of LeChee, Arizona",",us6000gdiq,",5.0,Arizona,US
30875,2021-12-18 19:16:20.020,2.93,3.4,26.0,34.0473333,-117.0453333,"2km N of Yucaipa, CA",",ci40130624,us6000gdga,",11.24,California,US
30877,2021-12-18 19:11:24.540,2.58,2.7,203.0,19.3671666666667,-154.987833333333,"13 km SSW of Leilani Estates, Hawaii",",hv72839177,us6000gdg7,",7.39,Hawaii,US
30881,2021-12-18 15:21:37.716,2.7,3.0,92.0,38.6781,-97.5527,"4 km E of Assaria, Kansas",",us6000gder,",5.0,Kansas,US
30895,2021-12-18 04:12:35.512,2.7,3.0,45.0,28.98834229,-98.04147518,"2 km WNW of Falls City, Texas",",us6000gdbx,tx2021yrpx,",2.029744466,Texas,US
30898,2021-12-18 02:56:05.335,2.9,4.3,81.0,32.84454346,-100.9402391,"14 km N of Snyder, Texas",",tx2021yrnj,us6000gdbj,",6.138142904,Texas,US
30903,2021-12-18 01:23:57.588,2.6,1.0,97.0,38.6835,-97.4937,"6 km WSW of Gypsum, Kansas",",us6000gdai,",5.0,Kansas,US
30906,2021-12-18 00:25:43.380,3.3,3.8,154.0,19.2065,-155.405,"7 km E of P?hala, Hawaii",",us6000gda3,hv72837852,",32.94,Hawaii,US
30913,2021-12-17 20:17:10.474,3.0,2.2,67.0,44.2578,-115.0184,"7 km NW of Stanley, Idaho",",mb80533824,us6000gd87,",15.76,Idaho,US
30916,2021-12-17 18:49:47.090,3.09,2.0,89.0,19.1721666666667,-155.468833333333,"3 km SSE of P?hala, Hawaii",",us6000gd73,hv72837462,",34.14,Hawaii,US
30917,2021-12-17 18:27:10.910,3.48,2.7,137.0,19.2215,-155.418333333333,"Island of Hawaii, Hawaii",",us6000gd70,hv72837427,",32.59,Hawaii,US
30919,2021-12-17 14:23:43.801,3.3,4.3,100.0,38.664,-97.456,"5 km SSW of Gypsum, Kansas",",us6000gd38,",2.47,Kansas,US
30920,2021-12-17 14:17:40.570,3.46,2.2,156.0,19.2026666666667,-155.407666666667,"7 km E of P?hala, Hawaii",",us6000gd37,hv72837127,",34.59,Hawaii,US
30932,2021-12-17 07:53:15.380,3.1,4.1,66.0,45.9472,-111.5731,"6 km NNW of Three Forks, Montana",",us6000gd1p,mb80533774,",2.74,Montana,US
30938,2021-12-17 00:18:42.002,2.5,2.0,98.0,38.6723,-97.4877,"6 km SW of Gypsum, Kansas",",us6000gczs,",5.0,Kansas,US
30940,2021-12-16 22:36:41.560,3.6,2.2,192.0,19.9018333333333,-156.7945,"87 km WNW of Kalaoa, Hawaii",",hv72836222,us6000gcz0,",1.04,Hawaii,US
30949,2021-12-16 12:25:25.256,4.4,4.1,60.0,31.56493822,-104.0301734,"35 km NW of Toyah, Texas",",tx2021yope,us6000gcrp,",8.548120117,Texas,US
30954,2021-12-16 10:01:36.725,3.3,3.8,57.0,32.06268311,-102.2393054,"14 km ENE of Gardendale, Texas",",tx2021yokk,us6000gcqm,",10.53999837,Texas,US
30967,2021-12-16 04:33:27.070,3.7,4.1,57.0,32.06451416,-102.2393054,"14 km ENE of Gardendale, Texas",",us6000gcnl,tx2021ynzp,",10.34436035,Texas,US
30971,2021-12-15 22:21:02.647,3.6,3.8,59.0,32.06359863,-102.2382336,"14 km ENE of Gardendale, Texas",",us6000gckc,tx2021ynnh,",9.830810547,Texas,US
30978,2021-12-15 18:17:48.766,3.1,3.4,74.0,38.6693,-97.494,"7 km SW of Gypsum, Kansas",",us6000gcie,",5.0,Kansas,US
30983,2021-12-15 15:30:21.563,3.1,3.4,65.0,32.06451416,-102.2350181,"14 km ENE of Gardendale, Texas",",tx2021ymzt,us6000gcef,",8.877075195,Texas,US
30984,2021-12-15 15:03:08.629,3.5,4.1,97.0,38.6555,-97.519,"7 km ESE of Assaria, Kansas",",us6000gced,",5.0,Kansas,US
30992,2021-12-15 09:58:21.631,4.0,4.1,61.0,38.69,-97.4346,"1 km SSW of Gypsum, Kansas",",us6000gcd6,",3.0,Kansas,US
31001,2021-12-15 00:35:38.570,2.61,3.4,23.0,38.8365,-122.8125,"8km WNW of Cobb, CA",",nc73663731,us6000gcas,",2.44,California,US
31003,2021-12-14 22:02:29.390,2.5,2.0,140.0,38.6528,-97.4522,"6 km SSW of Gypsum, Kansas",",us6000gc9q,",5.0,Kansas,US
31004,2021-12-14 21:56:35.657,4.4,3.8,207.0,44.6389,-129.638,off the coast of Oregon,",us6000gc9n,",10.0,Oregon,US
31010,2021-12-14 17:55:10.641,3.1,2.2,40.0,44.3619,-115.1185,"21 km NW of Stanley, Idaho",",us6000gc8a,mb80533569,",12.37,Idaho,US
31011,2021-12-14 17:44:06.783,4.0,3.4,214.0,44.0612,-129.2013,off the coast of Oregon,",us6000gc71,",10.0,Oregon,US
31016,2021-12-14 16:49:08.952,3.2,2.2,125.0,44.2617,-115.1149,"14 km WNW of Stanley, Idaho",",us6000gc6q,mb80533534,",23.55,Idaho,US
31023,2021-12-14 09:58:19.278,2.9,2.0,113.42,38.1735,-117.8156,"35 km SE of Mina, Nevada",",nn00829910,us6000gc4z,",8.7,Nevada,US
31029,2021-12-14 04:07:04.880,2.6,4.1,130.0,38.626,-111.903,"12 km N of Koosharem, Utah",",uu60471807,us6000gc3h,",3.69,Utah,US
31060,2021-12-12 23:19:37.987,2.6,2.0,141.0,38.6539,-97.5065,"8 km SW of Gypsum, Kansas",",us6000gbr8,",5.0,Kansas,US
31061,2021-12-12 23:13:14.760,2.71,2.0,87.0,19.1836666666667,-155.473166666667,"2 km SSE of P?hala, Hawaii",",hv72831037,us6000gbr7,",35.76,Hawaii,US
31062,2021-12-12 22:21:57.230,2.71,2.2,181.0,19.8505,-155.2315,"12 km WSW of Honomu, Hawaii",",hv72830977,us6000gbqq,",43.48,Hawaii,US
31068,2021-12-12 17:52:56.070,3.04,5.0,89.0,38.691,-83.5815,"2 km E of Manchester, Ohio",",us6000gbpp,se60140143,",14.51,Ohio,US
31087,2021-12-12 02:58:07.470,2.55,2.0,75.0,19.1791666666667,-155.482833333333,"2 km S of P?hala, Hawaii",",hv72829987,us6000gbjr,",33.39,Hawaii,US
31091,2021-12-12 02:09:23.561,3.6,3.7,97.0,38.6841,-97.5041,"7 km WSW of Gypsum, Kansas",",us6000gbjb,",5.0,Kansas,US
31092,2021-12-12 01:02:18.393,2.5,2.7,144.0,38.6823,-97.4937,"6 km WSW of Gypsum, Kansas",",us6000gbj0,",5.0,Kansas,US
31096,2021-12-11 22:27:18.092,4.0,3.1,78.0,31.72172783,-104.5167809,"52 km SSW of Whites City, New Mexico",",tx2021ygfk,us6000gbic,",7.314135742,New Mexico,US
31114,2021-12-11 11:18:30.854,2.6,2.0,144.0,38.6863,-97.4905,Kansas,",us6000gbes,",5.0,Kansas,US
31117,2021-12-11 10:28:20.187,3.0,4.1,145.0,38.694,-97.4918,"5 km WSW of Gypsum, Kansas",",us6000gbej,",2.56,Kansas,US
31142,2021-12-10 16:17:24.450,2.53,4.3,42.0,38.534,-122.6431667,"7km SW of Calistoga, CA",",nc73662196,us6000gb6z,",7.29,California,US
31155,2021-12-10 03:56:58.957,2.7,3.4,80.0,31.71890084,-104.5563384,"53 km SSW of Whites City, New Mexico",",tx2021yczk,us6000gb2i,",6.671435547,New Mexico,US
31156,2021-12-10 03:18:51.030,2.87,2.2,82.0,38.5418333,-119.5411667,"6km WNW of Walker, CA",",nc73662026,nn00829755,us6000gb28,",3.51,Nevada,US
31157,2021-12-10 02:39:47.050,2.82,3.1,57.0,40.2195,-121.1318333,"2km ENE of Prattville, CA",",nc73662016,nn00829753,us6000gb1z,",5.72,California,US
31158,2021-12-10 02:05:15.250,2.86,2.7,186.0,20.2496666666667,-155.515333333333,"15 km NNE of Kukuihaele, Hawaii",",hv72827892,us6000gb1s,",32.85,Hawaii,US
31160,2021-12-10 00:23:34.260,3.16,2.1,89.0,19.1811666666667,-155.471166666667,"2 km SSE of P?hala, Hawaii",",hv72827807,us6000gb1c,",35.17,Hawaii,US
31162,2021-12-09 23:32:16.098,5.4,2.0,119.0,44.1627,-129.5187,off the coast of Oregon,",us6000gb13,at00r3vg1p,usauto6000gb13,",10.0,Oregon,US
31166,2021-12-09 21:56:27.671,2.5,1.0,61.0,44.4603,-115.2142,"34 km NW of Stanley, Idaho",",us6000gazv,mb80533209,",10.0,Idaho,US
31167,2021-12-09 21:08:55.280,5.2,3.4,84.0,44.1432,-129.5955,off the coast of Oregon,",us6000gaza,at00r3v9ew,",10.0,Oregon,US
31178,2021-12-09 14:53:16.915,4.7,2.0,59.0,44.06,-129.3495,off the coast of Oregon,",us6000gaun,",10.0,Oregon,US
31189,2021-12-09 11:39:20.919,4.2,2.2,202.0,44.1741,-129.1405,off the coast of Oregon,",us6000gatj,",10.0,Oregon,US
31199,2021-12-09 07:56:14.993,3.7,3.4,177.0,44.6511,-127.3972,"264 km W of Yachats, Oregon",",us6000gas4,",10.0,Oregon,US
31202,2021-12-09 07:25:11.700,2.58,3.6,85.0,32.7593333,-115.5158333,"3km NNE of Heber, CA",",ci39883407,us6000garl,",13.73,California,US
31204,2021-12-09 06:38:13.660,3.49,3.4,81.0,34.3185,-119.4526667,"11km SE of Carpinteria, CA",",ci39883351,us6000garg,",7.25,California,US
31208,2021-12-09 04:28:33.800,2.7,2.0,121.0,40.2513333,-124.16,"13km SE of Petrolia, CA",",nc73661611,us6000gar3,",12.75,California,US
31218,2021-12-09 01:04:52.450,2.61,2.7,174.0,35.7736667,-121.2941667,"17km NNW of San Simeon, CA",",nc73661561,us6000gapp,",4.9,California,US
31225,2021-12-08 22:22:08.631,5.0,2.7,199.0,44.0476,-129.2784,off the coast of Oregon,",us6000ganu,",10.0,Oregon,US
31230,2021-12-08 21:19:34.765,4.4,2.0,208.0,43.9213,-129.2585,off the coast of Oregon,",us6000gand,",10.0,Oregon,US
31233,2021-12-08 20:49:59.670,2.73,1.0,71.0,36.4978333,-120.6135,"10km NNE of New Idria, CA",",nc73661466,us6000gamt,",9.24,California,US
31234,2021-12-08 20:25:43.365,3.0,3.8,142.0,38.6609,-97.5037,"8 km SW of Gypsum, Kansas",",us6000gamp,",5.0,Kansas,US
31237,2021-12-08 19:48:48.924,4.5,2.2,172.0,43.9811,-129.1111,off the coast of Oregon,",us6000gam6,",10.0,Oregon,US
31239,2021-12-08 19:28:12.755,4.0,2.2,208.0,44.1574,-129.3425,off the coast of Oregon,",us6000galy,",10.0,Oregon,US
31242,2021-12-08 18:38:10.090,3.51,2.7,101.0,19.1635,-155.475666666667,"4 km S of P?hala, Hawaii",",us6000galg,hv72826437,",32.21,Hawaii,US
31257,2021-12-08 16:24:10.155,3.1,3.1,59.0,31.72053004,-104.2760161,"51 km S of Whites City, New Mexico",",tx2021yaha,us6000gais,",7.314135742,New Mexico,US
31262,2021-12-08 15:38:20.346,5.3,2.0,119.0,44.3026,-129.4733,off the coast of Oregon,",at00r3szfw,us6000gah8,usauto6000gah8,",10.0,Oregon,US
31264,2021-12-08 15:05:00.171,4.8,1.0,195.0,44.0271,-129.155,off the coast of Oregon,",us6000gagw,",10.0,Oregon,US
31267,2021-12-08 14:21:49.085,2.6,3.8,99.0,38.6661,-97.4763,"6 km SW of Gypsum, Kansas",",us6000gagl,",5.0,Kansas,US
31271,2021-12-08 13:45:28.299,4.3,5.4,68.0,38.6529,-97.4477,"6 km SSW of Gypsum, Kansas",",us6000gaga,",3.0,Kansas,US
31273,2021-12-08 13:30:22.278,5.1,3.1,126.0,44.3692,-129.3007,off the coast of Oregon,",us6000gag7,at00r3stil,",10.0,Oregon,US
31287,2021-12-08 10:28:04.820,3.62,3.8,16.0,34.2005,-117.5068333,"7km S of Lytle Creek, CA",",ci39882375,us6000gafd,",4.98,California,US
31290,2021-12-08 10:14:30.823,5.1,2.1,200.0,44.3152,-129.4198,off the coast of Oregon,",us6000gafa,",10.0,Oregon,US
31294,2021-12-08 09:57:08.290,2.62,2.7,224.0,19.3693333333333,-155.934833333333,"12 km SW of Honaunau-Napoopoo, Hawaii",",hv72825962,us6000gaf6,",4.35,Hawaii,US
31304,2021-12-08 07:18:28.346,5.5,3.1,119.0,44.2903,-129.4278,off the coast of Oregon,",at00r3scaq,us6000gae3,usauto6000gae3,",10.0,Oregon,US
31311,2021-12-08 05:51:07.035,5.1,1.0,185.0,44.1907,-129.2843,off the coast of Oregon,",us6000gad4,",10.0,Oregon,US
31314,2021-12-08 05:43:29.621,5.2,1.0,113.0,44.5037,-129.6941,off the coast of Oregon,",us6000gacx,usauto6000gacx,",10.0,Oregon,US
31317,2021-12-08 05:15:24.904,5.4,2.0,119.0,44.363,-129.3697,off the coast of Oregon,",us6000gacn,usauto6000gacn,",10.0,Oregon,US
31329,2021-12-08 04:22:04.617,2.7,2.7,60.0,44.3921,-115.171,"26 km NW of Stanley, Idaho",",us6000gac9,mb80532959,",10.0,Idaho,US
31342,2021-12-08 03:04:40.410,4.02,2.7,247.0,40.3908333,-125.6071667,"112km W of Petrolia, CA",",nc73661141,us6000gabl,",27.26,California,US
31344,2021-12-08 02:54:58.615,4.1,2.2,203.0,44.3141,-129.5482,off the coast of Oregon,",us6000gabj,",10.0,Oregon,US
31355,2021-12-08 01:26:14.480,2.57,3.8,152.0,19.2226666666667,-155.387333333333,"9 km ENE of P?hala, Hawaii",",hv72825597,us6000gaaj,",32.98,Hawaii,US
31357,2021-12-08 01:21:05.808,5.8,2.7,77.0,44.2612,-129.3797,off the coast of Oregon,",at00r3rvr9,us6000gaag,usauto6000gaag,pt21342001,",10.0,Oregon,US
31360,2021-12-08 00:52:57.706,4.3,1.0,203.0,44.5136,-129.5016,off the coast of Oregon,",us6000gaaf,",10.0,Oregon,US
31361,2021-12-08 00:36:38.873,5.8,2.0,119.0,44.4262,-129.5255,off the coast of Oregon,",at00r3rtp5,us6000ga9w,usauto6000ga9w,pt21342000,",10.0,Oregon,US
31363,2021-12-08 00:17:46.132,5.2,1.0,129.0,44.3897,-129.3562,off the coast of Oregon,",us6000ga9m,at00r3rsth,",10.0,Oregon,US
31372,2021-12-07 21:57:57.617,5.5,3.4,104.0,44.3346,-129.5718,off the coast of Oregon,",at00r3rmcn,us6000ga8s,usauto6000ga8s,",10.0,Oregon,US
31375,2021-12-07 21:30:16.386,5.5,2.2,144.0,44.3872,-129.5367,off the coast of Oregon,",at00r3rl2j,us6000ga8i,usauto6000ga8i,",10.0,Oregon,US
31379,2021-12-07 19:15:04.147,4.0,1.0,179.0,44.7567,-129.4386,off the coast of Oregon,",us6000ga66,",10.0,Oregon,US
31392,2021-12-07 10:12:11.598,2.6,4.1,153.0,43.3084,-70.0048,"38 km SE of Old Orchard Beach, Maine",",us6000gacb,",10.0,Maine,US
31395,2021-12-07 08:43:36.600,2.84,2.2,77.0,19.1695,-155.472166666667,"3 km S of P?hala, Hawaii",",hv72824992,us6000g9zj,",32.9,Hawaii,US
